ID	DOCULECT	DOCULECT_NAME_IN_SOURCE	CONCEPT	GLOTTOCODE	VALUE	CONCEPTICON_ID	LANGID	GLOSSID	ISO	SOURCE	COMMENT	COGNACY	LOAN	LEXIBANK_ID	FORM	SEGMENTS	BVD_ID	VARIANTS	COG	COGID	CVCV	SONARS	PROSTRINGS	CLASSES	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	MORPHEMES
2823	Tikopia_155	Tikopia	Eight	tiko1237	varu	1705	155	204	tkp	POLLEX	Pollex 06: Varu. :Eight (Fth).	3	False	abvd-abvd-155-269	varu	v a r u	90636		3---Eight	663	cvcv	3 7 5 7	AXBZ	BARY	155.B.C 155.A.V 155.R.C 155.Y.V	2.0 1.5 1.75 0.8	varu	0	1	v a r u	?
3076	Sikaiana_243	Sikaiana	Eight	sika1261	valu	1705	243	204	sky	POLLEX	Pollex 06: Valu. :Eight.	3	False	abvd-abvd-243-235	valu	v a l u	90606		3---Eight	663	cvcv	3 7 5 7	AXBZ	BALY	243.B.C 243.A.V 243.L.C 243.Y.V	2.0 1.5 1.75 0.8	valu	0	1	v a l u	?
3297	NorthMarquesan_38	Marquesan	Eight	nort2845	va'u	1705	38	204	mrq	POLLEX	used on Nuku Hiva currently	3	False	abvd-abvd-38-376	va'u	v a ʔ u	128561		3---Eight	663	cvcv	3 7 1 7	AXBZ	BAHY	38.B.C 38.A.V 38.H.C 38.Y.V	2.0 1.5 1.75 0.8	vaʔu	0	1	v a ʔ u	?
3591	EastFutuna_210	Futuna, East	Eight	east2447	valu	1705	210	204	fud	POLLEX		3	False	abvd-abvd-210-336	valu	v a l u	90900	valu	3---Eight	663	cvcv	3 7 5 7	AXBZ	BALY	210.B.C 210.A.V 210.L.C 210.Y.V	2.0 1.5 1.75 0.8	valu	0	1	v a l u	?
3897	Pukapuka_152	Pukapuka	Eight	puka1242	valu	1705	152	204	pkp	Salisbury-152-2005		3	False	abvd-abvd-152-374	valu	v a l u	89951		3---Eight	663	cvcv	3 7 5 7	AXBZ	BALY	152.B.C 152.A.V 152.L.C 152.Y.V	2.0 1.5 1.75 0.8	valu	0	1	v a l u	?
4201	Mele-Fila_1163	Fila	Eight	mele1250	eβaru	1705	1163	204	mxe	52375		3	False	abvd-abvd-1163-187	eβaru	β a r u	265932		3---Eight	663	vcvcv	3 7 5 7	AXBZ	BARY	1163.B.C 1163.A.V 1163.R.C 1163.Y.V	2.0 1.5 1.75 0.8	βaru	0	1	β a r u	?
4395	Austral_1213	Ra'ivavae	Eight	aust1304	vaGu	1705	1213	204	aut	Tamaititahio-1213-2015		3	False	abvd-abvd-1213-193	vaGu	v a ɢ u	291337		3---Eight	663	cvcv	3 7 1 7	AXBZ	BAKY	1213.B.C 1213.A.V 1213.K.C 1213.Y.V	2.0 1.5 1.75 0.8	vaɢu	0	1	v a ɢ u	?
4592	Tuamotuan_246	Tuamotu	Eight	tuam1242	varu	1705	246	204	pmt	POLLEX	Pollex 06: Varu. :Eight.	3	False	abvd-abvd-246-285	varu	v a r u	90908		3---Eight	663	cvcv	3 7 5 7	AXBZ	BARY	246.B.C 246.A.V 246.R.C 246.Y.V	2.0 1.5 1.75 0.8	varu	0	1	v a r u	?
4855	Niuean_247	Niue	Eight	niue1239	valu	1705	247	204	niu	POLLEX	Pollex 06: Valu. :Eight.	3	False	abvd-abvd-247-276	valu	v a l u	90493		3---Eight	663	cvcv	3 7 5 7	AXBZ	BALY	247.B.C 247.A.V 247.L.C 247.Y.V	2.0 1.5 1.75 0.8	valu	0	1	v a l u	?
5101	Austral_128	Rurutuan	Eight	aust1304	vaʔu	1705	128	204	aut	Meyer-128-2005		3	False	abvd-abvd-128-276	vaʔu	v a ʔ u	165162		3---Eight	663	cvcv	3 7 1 7	AXBZ	BAHY	128.B.C 128.A.V 128.H.C 128.Y.V	2.0 1.5 1.75 0.8	vaʔu	0	1	v a ʔ u	?
5359	FutunaAniwa_156	Futuna-Aniwa	Eight	futu1245	varu	1705	156	204	fut	POLLEX	Pollex 06: Varu. :Eight.	3	False	abvd-abvd-156-313	varu	v a r u	90950		3---Eight	663	cvcv	3 7 5 7	AXBZ	BARY	156.B.C 156.A.V 156.R.C 156.Y.V	2.0 1.5 1.75 0.8	varu	0	1	v a r u	?
5614	Hawaiian_52	Hawaiian	Eight	hawa1245	walu	1705	52	204	haw	71458	Pollex 06: Walu. :Eight.	3	False	abvd-abvd-52-239	walu	w a l u	90441		3---Eight	663	cvcv	6 7 5 7	AXBZ	WALY	52.W.C 52.A.V 52.L.C 52.Y.V	2.0 1.5 1.75 0.8	walu	1	1	w a l u	?
5850	Rarotongan_58	Rarotongan	Eight	raro1241	varu	1705	58	204	rar	POLLEX	Pollex 06: Varu. :Eight.	3	False	abvd-abvd-58-348	varu	v a r u	90596		3---Eight	663	cvcv	3 7 5 7	AXBZ	BARY	58.B.C 58.A.V 58.R.C 58.Y.V	2.0 1.5 1.75 0.8	varu	0	1	v a r u	?
6152	Penrhyn_235	Penrhyn	Eight	penr1237	varu	1705	235	204	pnh	POLLEX	Pollex 06: Varu. :Eight	3	False	abvd-abvd-235-210	varu	v a r u	90594		3---Eight	663	cvcv	3 7 5 7	AXBZ	BARY	235.B.C 235.A.V 235.R.C 235.Y.V	2.0 1.5 1.75 0.8	varu	0	1	v a r u	?
6362	Nukuria_1212	Nukeria	Eight	nuku1259	varu	1705	1212	204	nur	Davletshin-1212-2015		3	False	abvd-abvd-1212-281	varu	v a r u	290908		3---Eight	663	cvcv	3 7 5 7	AXBZ	BARY	1212.B.C 1212.A.V 1212.R.C 1212.Y.V	2.0 1.5 1.75 0.8	varu	0	1	v a r u	?
6623	Samoan_118	Samoan	Eight	samo1305	valu	1705	118	204	smo	Blust-118-2005	POllex 06: Valu. :Eight.	3	False	abvd-abvd-118-300	valu	v a l u	90598		3---Eight	663	cvcv	3 7 5 7	AXBZ	BALY	118.B.C 118.A.V 118.L.C 118.Y.V	2.0 1.5 1.75 0.8	valu	0	1	v a l u	?
6914	RennellBellona_206	Rennellese	Eight	renn1242	baŋgu	1705	206	204	mnv	POLLEX	eight	3	False	abvd-abvd-206-270	baŋgu	b a ⁿg u	146566		3---Eight	663	cvccv	1 7 4 7	AXBZ	PANY	206.P.C 206.A.V 206.N.C 206.Y.V	2.0 1.5 1.75 0.8	baŋgu	0	1	b a ⁿg u	?
7179	Tuvalu_753	Nanumea	Eight	tuva1244	valu	1705	753	204	tvl	29903		3	False	abvd-abvd-753-278	valu	v a l u	192222		3---Eight	663	cvcv	3 7 5 7	AXBZ	BALY	753.B.C 753.A.V 753.L.C 753.Y.V	2.0 1.5 1.75 0.8	valu	0	1	v a l u	?
7435	Anuta_253	Anuta	Eight	anut1237	varu	1705	253	204	aud	POLLEX	eight	3	False	abvd-abvd-253-238	varu	v a r u	146316		3---Eight	663	cvcv	3 7 5 7	AXBZ	BARY	253.B.C 253.A.V 253.R.C 253.Y.V	2.0 1.5 1.75 0.8	varu	0	1	v a r u	?
3	VaeakauTaumako_375	Vaeakau-Taumako	Fifty	pile1238	gatoaelima	1717	375	208	piv	Hovdhaugen-375-2009			False	abvd-abvd-375-260	gatoaelima	g a + t o a + e + l i m a	89604		3---Fifty	664	cvcvvvcvcv	1 7 9 1 7 7 9 7 9 5 7 4 7	AX_AXZ_X_AXBZ	KA_TUA_E_LIMA	375.K.C 375.A.V 375._._ 375.T.C 375.U.V 375.A.V 375._._ 375.E.V 375._._ 375.L.C 375.I.V 375.M.C 375.A.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 1.5 0.0 2.0 1.5 1.75 0.8	ga+toa+e+lima	0	5 11 6 2	g a - ◦ t o a ◦ - e ◦ l i m a	? ? ? ?
720	Maori_85	Maori	Fifty	maor1246	rima tekau	1717	85	208	mri	Biggs-85-2005			False	abvd-abvd-85-228	rima tekau	r i m a _ t e + k a u	118270		720---Fifty	1257	cvcv_cvcvv	5 7 4 7 9 1 7 9 1 7 7	AXBZ_AX_AXZ	RIMA_TE_KAY	85.R.C 85.I.V 85.M.C 85.A.V 85._._ 85.T.C 85.E.V 85._._ 85.K.C 85.A.V 85.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	rima_te+kau	0	2 6 5	r i m a ◦ t e ◦ k a u	? ? ?
1849	Mangareva_239	Mangareva	Fifty	mang1401	rima rongo'uru	1717	239	208	mrv	POLLEX		1	False	abvd-abvd-239-366	rima rongo'uru	r i m a _ r o ŋ o + ʔ u r u	321431		1---Fifty	1	cvcv_cvcvcvcv	5 7 4 7 9 5 7 4 7 9 1 7 5 7	AXBZ_AXBZ_AXBZ	RIMA_RUNU_HYRY	239.R.C 239.I.V 239.M.C 239.A.V 239._._ 239.R.C 239.U.V 239.N.C 239.U.V 239._._ 239.H.C 239.Y.V 239.R.C 239.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	rima_roŋo+ʔuru	0	2 4 3	r i m a ◦ r o ŋ o ◦ ʔ u r u	? ? ?
2332	TongaTongaIslands_136	Tongan	Fifty	tong1325	nimangofulu	1717	136	208	ton	117207		1	False	abvd-abvd-136-223	nimangofulu	n i m a _ ŋ o + f u l u	242246		1---Fifty	1	cvcvcvcvcv	4 7 4 7 9 4 7 9 3 7 5 7	AXBZ_AX_AXBZ	NIMA_NU_BYLY	136.N.C 136.I.V 136.M.C 136.A.V 136._._ 136.N.C 136.U.V 136._._ 136.B.C 136.Y.V 136.L.C 136.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 1.75 0.8	nima_ŋo+fulu	0	2 4 3	n i m a ◦ - - ŋ o ◦ f u l u	? ? ?
3587	EastFutuna_210	Futuna, East	Fifty	east2447	kaulima	1717	210	208	fud	POLLEX		13	False	abvd-abvd-210-340	kaulima	k a u + l i m a	90902		13---Fifty	292	cvvcvcv	1 7 7 9 5 7 4 7	AXZ_AXBZ	KAY_LIMA	210.K.C 210.A.V 210.Y.V 210._._ 210.L.C 210.I.V 210.M.C 210.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	kau+lima	0	5 2	k a u ◦ l i m a	? ?
3889	Pukapuka_152	Pukapuka	Fifty	puka1242	tinolima	1717	152	208	pkp	Salisbury-152-2005	50 people		False	abvd-abvd-152-382	tinolima	t i n o _ l i m a	90183		3889---Fifty	779	cvcvcvcv	1 7 4 7 9 5 7 4 7	AXBZ_AXBZ	TINU_LIMA	152.T.C 152.I.V 152.N.C 152.U.V 152._._ 152.L.C 152.I.V 152.M.C 152.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	tino_lima	0	4 2	t i n o ◦ l i m a	? ?
3890	Pukapuka_152	Pukapuka	Fifty	puka1242	laulima	1717	152	208	pkp	Salisbury-152-2005	traditional	13	False	abvd-abvd-152-381	laulima	l a u + l i m a	90182		13---Fifty	292	cvvcvcv	5 7 7 9 5 7 4 7	AXZ_AXBZ	LAY_LIMA	152.L.C 152.A.V 152.Y.V 152._._ 152.L.C 152.I.V 152.M.C 152.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	lau+lima	0	12 2	l a u ◦ l i m a	? ?
3891	Pukapuka_152	Pukapuka	Fifty	puka1242	limangaulu	1717	152	208	pkp	Salisbury-152-2005	(Raro.)	1	True	abvd-abvd-152-380	limangaulu	l i m a _ ŋ a + u l u	90181		1---Fifty	1	cvcvcvvcv	5 7 4 7 9 4 7 9 7 5 7	AXBZ_AX_XBZ	LIMA_NA_YLY	152.L.C 152.I.V 152.M.C 152.A.V 152._._ 152.N.C 152.A.V 152._._ 152.Y.V 152.L.C 152.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 1.5 1.75 0.8	lima_ŋa+ulu	0	2 4 3	l i m a ◦ - - ŋ a ◦ - u l u	? ? ?
4391	Austral_1213	Ra'ivavae	Fifty	aust1304	pae ʔahuGu	1717	1213	208	aut	Tamaititahio-1213-2015	Likely a Tahitian borrowing	9	True	abvd-abvd-1213-197	pae ʔahuGu	p a e _ ʔ a + h u ɢ u	291341		9---Fifty	1380	cvv_cvcvcv	1 7 7 9 1 7 9 3 7 1 7	AXZ_AX_AXBZ	PAE_HA_HYKY	1213.P.C 1213.A.V 1213.E.V 1213._._ 1213.H.C 1213.A.V 1213._._ 1213.H.C 1213.Y.V 1213.K.C 1213.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 1.75 0.8	pae_ʔa+huɢu	0	7 5 3	p a e ◦ ʔ a - ◦ h u ɢ u	? ? ?
4851	Niuean_247	Niue	Fifty	niue1239	lima fiha	1717	247	208	niu	POLLEX			False	abvd-abvd-247-280	lima fiha	l i m a _ f i h a	116394		4851---Fifty	932	cvcv_cvcv	5 7 4 7 9 3 7 3 7	AXBZ_AXBZ	LIMA_BIHA	247.L.C 247.I.V 247.M.C 247.A.V 247._._ 247.B.C 247.I.V 247.H.C 247.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	lima_fiha	0	2 8	l i m a ◦ f i h a	? ?
5097	Austral_128	Rurutuan	Fifty	aust1304	pae ʔaʔuru	1717	128	208	aut	Meyer-128-2005	Tahitian loan with hyper-nativization	9	True	abvd-abvd-128-280	pae ʔaʔuru	p a e _ ʔ a + ʔ u r u	165158		9---Fifty	1380	cvv_cvcvcv	1 7 7 9 1 7 9 1 7 5 7	AXZ_AX_AXBZ	PAE_HA_HYRY	128.P.C 128.A.V 128.E.V 128._._ 128.H.C 128.A.V 128._._ 128.H.C 128.Y.V 128.R.C 128.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 1.75 0.8	pae_ʔa+ʔuru	0	7 5 3	p a e ◦ ʔ a - ◦ ʔ u r u	? ? ?
5609	Hawaiian_52	Hawaiian	Fifty	hawa1245	kanalima	1717	52	208	haw	71458			False	abvd-abvd-52-244	kanalima	k a n a + l i m a	251534		5609---Fifty	1034	cvcvcvcv	1 7 4 7 9 5 7 4 7	AXBZ_AXBZ	KANA_LIMA	52.K.C 52.A.V 52.N.C 52.A.V 52._._ 52.L.C 52.I.V 52.M.C 52.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	kana+lima	0	4 2	k a n a ◦ l i m a	? ?
5846	Rarotongan_58	Rarotongan	Fifty	raro1241	rima ngauru	1717	58	208	rar	POLLEX		1	False	abvd-abvd-58-352	rima ngauru	r i m a _ ŋ a + u r u	111861		1---Fifty	1	cvcv_cvvcv	5 7 4 7 9 4 7 9 7 5 7	AXBZ_AX_XBZ	RIMA_NA_YRY	58.R.C 58.I.V 58.M.C 58.A.V 58._._ 58.N.C 58.A.V 58._._ 58.Y.V 58.R.C 58.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 1.5 1.75 0.8	rima_ŋa+uru	0	2 4 3	r i m a ◦ - - ŋ a ◦ - u r u	? ? ?
6358	Nukuria_1212	Nukeria	Fifty	nuku1259	tipu rima	1717	1212	208	nur	Davletshin-1212-2015			False	abvd-abvd-1212-286	tipu rima	t i p u _ r i m a	290900		6358---Fifty	1133	cvcv_cvcv	1 7 1 7 9 5 7 4 7	AXBZ_AXBZ	TIPY_RIMA	1212.T.C 1212.I.V 1212.P.C 1212.Y.V 1212._._ 1212.R.C 1212.I.V 1212.M.C 1212.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	tipu_rima	0	9 2	t i p u ◦ r i m a	? ?
6618	Samoan_118	Samoan	Fifty	samo1305	limagafulu	1717	118	208	smo	Blust-118-2005		1	False	abvd-abvd-118-306	limagafulu	l i m a _ g a + f u l u	153215		1---Fifty	1	cvcvcvcvcv	5 7 4 7 9 1 7 9 3 7 5 7	AXBZ_AX_AXBZ	LIMA_KA_BYLY	118.L.C 118.I.V 118.M.C 118.A.V 118._._ 118.K.C 118.A.V 118._._ 118.B.C 118.Y.V 118.L.C 118.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 1.75 0.8	lima_ga+fulu	0	2 10 3	l i m a ◦ g a ◦ f u l u	? ? ?
6619	Samoan_118	Samoan	Fifty	samo1305	limasefulu	1717	118	208	smo	Blust-118-2005		1, 7	False	abvd-abvd-118-305	limasefulu	l i m a _ s e + f u l u	153214		1---Fifty	1	cvcvcvcvcv	5 7 4 7 9 3 7 9 3 7 5 7	AXBZ_AX_AXBZ	LIMA_SE_BYLY	118.L.C 118.I.V 118.M.C 118.A.V 118._._ 118.S.C 118.E.V 118._._ 118.B.C 118.Y.V 118.L.C 118.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 1.75 0.8	lima_se+fulu	0	2 6 3	l i m a ◦ s e ◦ f u l u	? ? ?
11	VaeakauTaumako_375	Vaeakau-Taumako	Five	pile1238	lima	493	375	201	piv	Hovdhaugen-375-2009		1	False	abvd-abvd-375-252	lima	l i m a	89597		1---Five	2	cvcv	5 7 4 7	AXBZ	LIMA	375.L.C 375.I.V 375.M.C 375.A.V	2.0 1.5 1.75 0.8	lima	0	13	l i m a	?
254	Wallisian_258	Uvea, East	Five	wall1257	nima	493	258	201	wls	POLLEX	Main, bras, cinq (Rch)[>].(Source: Pollex), Loan (Pawley 2010)	1	True	abvd-abvd-258-286	nima	n i m a	83786		1---Five	2	cvcv	4 7 4 7	AXBZ	NIMA	258.N.C 258.I.V 258.M.C 258.A.V	2.0 1.5 1.75 0.8	nima	0	13	n i m a	?
511	Polynesian_658	Proto-Polynesian	Five	poly1242	*lima	493	658	201		PawleyOC		1	False	abvd-abvd-658-222	*lima	l i m a	169875		1---Five	2	cvcv	5 7 4 7	AXBZ	LIMA	658.L.C 658.I.V 658.M.C 658.A.V	2.0 1.5 1.75 0.8	lima	0	13	l i m a	?
728	Maori_85	Maori	Five	maor1246	rima	493	85	201	mri	Biggs-85-2005	Five.(Source: Pollex)	1	False	abvd-abvd-85-219	rima	r i m a	83762		1---Five	2	cvcv	5 7 4 7	AXBZ	RIMA	85.R.C 85.I.V 85.M.C 85.A.V	2.0 1.5 1.75 0.8	rima	0	13	r i m a	?
951	Kapingamarangi_217	Kapingamarangi	Five	kapi1249	lima	493	217	201	kpg	POLLEX	Five, hand n (Ebt).(Source: Pollex 2006)	1	False	abvd-abvd-217-269	lima	l i m a	89916	rima	1---Five	2	cvcv	5 7 4 7	AXBZ	LIMA	217.L.C 217.I.V 217.M.C 217.A.V	2.0 1.5 1.75 0.8	lima	0	13	l i m a	?
1172	Tahitian_173	Tahitian (Modern)	Five	tahi1242	pae	493	173	201	tah	Clark-173-2005	Tahitian Innovation	9	False	abvd-abvd-173-235	pae	p a e	102827		9---Five	1381	cvv	1 7 7	AXZ	PAE	173.P.C 173.A.V 173.E.V	2.0 1.5 0.8	pae	0	14	p a e	?
1173	Tahitian_173	Tahitian (Modern)	Five	tahi1242	rima	493	173	201	tah	Clark-173-2005	Five, hand.(Source: Pollex)	1	False	abvd-abvd-173-234	rima	r i m a	83770		1---Five	2	cvcv	5 7 4 7	AXBZ	RIMA	173.R.C 173.I.V 173.M.C 173.A.V	2.0 1.5 1.75 0.8	rima	0	13	r i m a	?
1404	Emae_1030	Emae (Makatea)	Five	emae1237	rima	493	1030	201	mmw	52375		1	False	abvd-abvd-1030-187	rima	r i m a	265399		1---Five	2	cvcv	5 7 4 7	AXBZ	RIMA	1030.R.C 1030.I.V 1030.M.C 1030.A.V	2.0 1.5 1.75 0.8	rima	0	13	r i m a	?
1598	Rapanui_264	Rapanui (Easter Island)	Five	rapa1244	rima	493	264	201	rap	POLLEX		1	False	abvd-abvd-264-314	rima	r i m a	130629		1---Five	2	cvcv	5 7 4 7	AXBZ	RIMA	264.R.C 264.I.V 264.M.C 264.A.V	2.0 1.5 1.75 0.8	rima	0	13	r i m a	?
1856	Mangareva_239	Mangareva	Five	mang1401	rima	493	239	201	mrv	POLLEX		1	False	abvd-abvd-239-358	rima	r i m a	321425	rima	1---Five	2	cvcv	5 7 4 7	AXBZ	RIMA	239.R.C 239.I.V 239.M.C 239.A.V	2.0 1.5 1.75 0.8	rima	0	13	r i m a	?
2117	Luangiua_238	Luangiua	Five	onto1237	lima	493	238	201	ojv	POLLEX	Five, hand-arm.(Source: Pollex)	1	False	abvd-abvd-238-222	lima	l i m a	83778		1---Five	2	cvcv	5 7 4 7	AXBZ	LIMA	238.L.C 238.I.V 238.M.C 238.A.V	2.0 1.5 1.75 0.8	lima	0	13	l i m a	?
2339	TongaTongaIslands_136	Tongan	Five	tong1325	nima	493	136	201	ton	117207	Five, hand.(Source: Pollex)	1	False	abvd-abvd-136-216	nima	n i m a	83767		1---Five	2	cvcv	4 7 4 7	AXBZ	NIMA	136.N.C 136.I.V 136.M.C 136.A.V	2.0 1.5 1.75 0.8	nima	0	13	n i m a	?
2553	RakahangaManihiki_589	Manihiki	Five	raka1237	taapahi	493	589	201	rkh	Clark-589-2008		9?	False	abvd-abvd-589-301	taapahi	t aː + p a h i	153556		9?---Five	1445	cvcvcv	1 7 9 1 7 3 7	AX_AXBZ	TA_PAHI	589.T.C 589.A.V 589._._ 589.P.C 589.A.V 589.H.C 589.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	taː+pahi	0	16 15	t aː ◦ p a h i	? ?
2554	RakahangaManihiki_589	Manihiki	Five	raka1237	lima	493	589	201	rkh	Clark-589-2008		1	False	abvd-abvd-589-300	lima	l i m a	153555		1---Five	2	cvcv	5 7 4 7	AXBZ	LIMA	589.L.C 589.I.V 589.M.C 589.A.V	2.0 1.5 1.75 0.8	lima	0	13	l i m a	?
2826	Tikopia_155	Tikopia	Five	tiko1237	rima	493	155	201	tkp	POLLEX	Five, hand, arm, wrist (Fth).(Source: Pollex)	1	False	abvd-abvd-155-266	rima	r i m a	83768		1---Five	2	cvcv	5 7 4 7	AXBZ	RIMA	155.R.C 155.I.V 155.M.C 155.A.V	2.0 1.5 1.75 0.8	rima	0	13	r i m a	?
3079	Sikaiana_243	Sikaiana	Five	sika1261	lima	493	243	201	sky	POLLEX	Five, hand-arm.(Source: Pollex)	1	False	abvd-abvd-243-232	lima	l i m a	83781		1---Five	2	cvcv	5 7 4 7	AXBZ	LIMA	243.L.C 243.I.V 243.M.C 243.A.V	2.0 1.5 1.75 0.8	lima	0	13	l i m a	?
3300	NorthMarquesan_38	Marquesan	Five	nort2845	'ima	493	38	201	mrq	POLLEX	Five, hand.(Source: Pollex)	1	False	abvd-abvd-38-373	'ima	ʔ i m a	83758		1---Five	2	cvcv	1 7 4 7	AXBZ	HIMA	38.H.C 38.I.V 38.M.C 38.A.V	2.0 1.5 1.75 0.8	ʔima	0	13	ʔ i m a	?
3594	EastFutuna_210	Futuna, East	Five	east2447	lima	493	210	201	fud	POLLEX	Five, hand.(Source: Pollex)	1	False	abvd-abvd-210-332	lima	l i m a	83772		1---Five	2	cvcv	5 7 4 7	AXBZ	LIMA	210.L.C 210.I.V 210.M.C 210.A.V	2.0 1.5 1.75 0.8	lima	0	13	l i m a	?
3900	Pukapuka_152	Pukapuka	Five	puka1242	lima	493	152	201	pkp	Salisbury-152-2005		1	False	abvd-abvd-152-371	lima	l i m a	89950		1---Five	2	cvcv	5 7 4 7	AXBZ	LIMA	152.L.C 152.I.V 152.M.C 152.A.V	2.0 1.5 1.75 0.8	lima	0	13	l i m a	?
4204	Mele-Fila_1163	Fila	Five	mele1250	e-rima	493	1163	201	mxe	52375		1	False	abvd-abvd-1163-184	e-rima	e _ r i m a	265409		1---Five	2	v+cvcv	7 9 5 7 4 7	X_AXBZ	E_RIMA	1163.E.V 1163._._ 1163.R.C 1163.I.V 1163.M.C 1163.A.V	1.5 0.0 2.0 1.5 1.75 0.8	e+rima	0	17 13	e ◦ r i m a	? ?
