ID	DOCULECT	DOCULECT_NAME_IN_SOURCE	CONCEPT	GLOTTOCODE	VALUE	CONCEPTICON_ID	LANGID	GLOSSID	ISO	SOURCE	COMMENT	COGNACY	LOAN	LEXIBANK_ID	FORM	SEGMENTS	BVD_ID	VARIANTS	COG	COGID	CVCV	SONARS	PROSTRINGS	CLASSES	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	MORPHEMES
4917	Niuean_247	Niue	to burn	niue1239	tungi	2102	247	144	niu	POLLEX	To kindle, to light a fire	7	False	abvd-abvd-247-205	tungi	t u ŋ i	122782		7---to burn	1227	cvcv	1 7 4 7	AXBZ	TYNI	247.T.C 247.Y.V 247.N.C 247.I.V	2.0 1.5 1.75 0.8	tuŋi	0	1197	t - u ŋ i -	?
4918	Niuean_247	Niue	to burn	niue1239	tafu	2102	247	144	niu	POLLEX	Make fire, light fire, tend fire, cook (I)	8	False	abvd-abvd-247-204	tafu	t a f u	122781		8---to burn	1326	cvcv	1 7 3 7	AXBZ	TABY	247.T.C 247.A.V 247.B.C 247.Y.V	2.0 1.5 1.75 0.8	tafu	0	1199	t a f u	?
5176	Austral_128	Rurutuan	to burn	aust1304	ʔaʔaʔama	2102	128	144	aut	Meyer-128-2005			False	abvd-abvd-128-189	ʔaʔaʔama	ʔ a + ʔ a ʔ a m a	51179		5176---to burn	983	cvcvcvcv	1 7 9 1 7 1 7 4 7	AX_AXBYBZ	HA_HAHAMA	128.H.C 128.A.V 128._._ 128.H.C 128.A.V 128.H.C 128.A.V 128.M.C 128.A.V	2.0 1.5 0.0 2.0 1.5 1.75 1.3 1.75 0.8	ʔa+ʔaʔama	0	1200 1200	- - ʔ a ◦ - - ʔ a	? ?
5434	FutunaAniwa_156	Futuna-Aniwa	to burn	futu1245	tuŋ/tuŋia/	2102	156	144	fut	POLLEX	Burn many things	7	False	abvd-abvd-156-219	tuŋia	t u ŋ i + a	119491	tugi/a // tungia	7---to burn	1227	cvcvv	1 7 4 7 9 7	AXBZ_X	TYNI_A	156.T.C 156.Y.V 156.N.C 156.I.V 156._._ 156.A.V	2.0 1.5 1.75 0.8 0.0 1.5	tuŋi+a	0	1197 1201	t - u ŋ i - ◦ a	? ?
5684	Hawaiian_52	Hawaiian	to burn	hawa1245	kuni	2102	52	144	haw	71458	(<i)	7	False	abvd-abvd-52-163	kuni	k u n i	79449		7---to burn	1227	cvcv	1 7 4 7	AXBZ	KYNI	52.K.C 52.Y.V 52.N.C 52.I.V	2.0 1.5 1.75 0.8	kuni	0	1197	- k u n i -	?
5685	Hawaiian_52	Hawaiian	to burn	hawa1245	'ā	2102	52	144	haw	71458	(<i)	62	False	abvd-abvd-52-162	'ā	ʔ aː	79448		62---to burn	1125	cv	1 7	AX	HA	52.H.C 52.A.V	2.0 1.5	ʔaː	0	1200	- - ʔ aː	?
5934	Rarotongan_58	Rarotongan	to burn	raro1241	tutungi	2102	58	144	rar	POLLEX	Pass. tuungia Set fire to, kindle, light (match, lamp, cigarette, etc.) (Buse)	7	False	abvd-abvd-58-247	tutungi	t u + t u ŋ i	122752		7---to burn	1227	cvcvcv	1 7 9 1 7 4 7	AX_AXBZ	TY_TYNI	58.T.C 58.Y.V 58._._ 58.T.C 58.Y.V 58.N.C 58.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	tu+tuŋi	0	1197 1198	t - u - - - ◦ t u ŋ i	? ?
5935	Rarotongan_58	Rarotongan	to burn	raro1241	ta'u	2102	58	144	rar	POLLEX	Cook, burn, set on fire (Sve)	8	False	abvd-abvd-58-246	ta'u	t a ʔ u	122751		8---to burn	1326	cvcv	1 7 1 7	AXBZ	TAHY	58.T.C 58.A.V 58.H.C 58.Y.V	2.0 1.5 1.75 0.8	taʔu	0	1199	t a ʔ u	?
6209	Penrhyn_235	Penrhyn	to burn	penr1237	tahu	2102	235	144	pnh	POLLEX	Burn, set on fire, firewood	8	False	abvd-abvd-235-150	tahu	t a h u	51286		8---to burn	1326	cvcv	1 7 3 7	AXBZ	TAHY	235.T.C 235.A.V 235.H.C 235.Y.V	2.0 1.5 1.75 0.8	tahu	0	1199	t a h u	?
6434	Nukuria_1212	Nukeria	to burn	nuku1259	ttuni	2102	1212	144	nur	Davletshin-1212-2015	(s.)	7	False	abvd-abvd-1212-196	ttuni	t t u n i	291005		7---to burn	1227	ccvcv	1 1 7 4 7	ACYBZ	TTYNI	1212.T.C 1212.T.C 1212.Y.V 1212.N.C 1212.I.V	2.0 1.5 1.3 1.75 0.8	ttuni	0	1197	t t u n i -	?
6717	Samoan_118	Samoan	to burn	samo1305	tafu	2102	118	144	smo	Blust-118-2005		8	False	abvd-abvd-118-199	tafu	t a f u	216792		8---to burn	1326	cvcv	1 7 3 7	AXBZ	TABY	118.T.C 118.A.V 118.B.C 118.Y.V	2.0 1.5 1.75 0.8	tafu	0	1199	t a f u	?
6718	Samoan_118	Samoan	to burn	samo1305	susunu	2102	118	144	smo	Blust-118-2005		6	False	abvd-abvd-118-198	susunu	s u + s u n u	153135		6---to burn	1099	cvcvcv	3 7 9 3 7 4 7	AX_AXBZ	SY_SYNY	118.S.C 118.Y.V 118._._ 118.S.C 118.Y.V 118.N.C 118.Y.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	su+sunu	0	1197 1197	s - u - - - ◦ s - u - - -	? ?
6719	Samoan_118	Samoan	to burn	samo1305	mu	2102	118	144	smo	Blust-118-2005			False	abvd-abvd-118-197	mu	m u	51169		6719---to burn	1188	cv	4 7	AX	MY	118.M.C 118.Y.V	2.0 1.5	mu	0	1204	m u	?
6991	RennellBellona_206	Rennellese	to burn	renn1242	tutu	2102	206	144	mnv	POLLEX	Ignite, light (Ebt)	6	False	abvd-abvd-206-186	tutu	t u + t u	122763		6---to burn	1099	cvcv	1 7 9 1 7	AX_AX	TY_TY	206.T.C 206.Y.V 206._._ 206.T.C 206.Y.V	2.0 1.5 0.0 2.0 1.5	tu+tu	0	1197 1198	t - u - - - ◦ t u - -	? ?
6992	RennellBellona_206	Rennellese	to burn	renn1242	tuungia	2102	206	144	mnv	POLLEX	To be burned or on fire (Ebt)	7	False	abvd-abvd-206-185	tuungia	t uː ŋ i + a	122762		7---to burn	1227	cvcvv	1 7 4 7 9 7	AXBZ_X	TYNI_A	206.T.C 206.Y.V 206.N.C 206.I.V 206._._ 206.A.V	2.0 1.5 1.75 0.8 0.0 1.5	tuːŋi+a	0	1197 1201	t - uː ŋ i - ◦ a	? ?
7254	Tuvalu_753	Nanumea	to burn	tuva1244	tugia	2102	753	144	tvl	29903		7	False	abvd-abvd-753-195	tugia	t u g i + a	192343		7---to burn	1227	cvcvv	1 7 1 7 9 7	AXBZ_X	TYKI_A	753.T.C 753.Y.V 753.K.C 753.I.V 753._._ 753.A.V	2.0 1.5 1.75 0.8 0.0 1.5	tugi+a	0	1197 1201	t - u g i - ◦ a	? ?
7255	Tuvalu_753	Nanumea	to burn	tuva1244	tafu	2102	753	144	tvl	29903		8	False	abvd-abvd-753-194	tafu	t a f u	192342		8---to burn	1326	cvcv	1 7 3 7	AXBZ	TABY	753.T.C 753.A.V 753.B.C 753.Y.V	2.0 1.5 1.75 0.8	tafu	0	1199	t a f u	?
7501	Anuta_253	Anuta	to burn	anut1237	tutu	2102	253	144	aud	POLLEX	Kindle, ignite (Fbg)	6	False	abvd-abvd-253-165	tutu	t u t u	122785		6---to burn	1099	cvcv	1 7 1 7	AXBZ	TYTY	253.T.C 253.Y.V 253.T.C 253.Y.V	2.0 1.5 1.75 0.8	tutu	0	1197	t - u t u -	?
7502	Anuta_253	Anuta	to burn	anut1237	tungia	2102	253	144	aud	POLLEX	Put fire to something, throw something in fire	7	False	abvd-abvd-253-164	tungia	t u ŋ i a	122784		7---to burn	1227	cvcvv	1 7 4 7 7	AXBYZ	TYNIA	253.T.C 253.Y.V 253.N.C 253.I.V 253.A.V	2.0 1.5 1.75 1.3 0.8	tuŋia	0	1197	t - u ŋ i a	?
7503	Anuta_253	Anuta	to burn	anut1237	tapu	2102	253	144	aud	POLLEX	Make a fire	8	False	abvd-abvd-253-163	tapu	t a p u	122783		8---to burn	1326	cvcv	1 7 1 7	AXBZ	TAPY	253.T.C 253.A.V 253.P.C 253.Y.V	2.0 1.5 1.75 0.8	tapu	0	1199	t a p u	?
139	VaeakauTaumako_375	Vaeakau-Taumako	to buy	pile1238	tauia	1869	375	91	piv	Hovdhaugen-375-2009		9	False	abvd-abvd-375-117	tauia	t a u i + a	89493		9---to buy	1402	cvvvv	1 7 7 7 9 7	AXYZ_X	TAYI_A	375.T.C 375.A.V 375.Y.V 375.I.V 375._._ 375.A.V	2.0 1.5 1.3 0.8 0.0 1.5	taui+a	0	1205 1214	t a u - i ◦ a	? ?
619	Polynesian_658	Proto-Polynesian	to buy	poly1242	*fakatau mai	1869	658	91		PawleyOC	PPn shows lexical replacement	9	False	abvd-abvd-658-106	*fakatau mai	f a k a + t a u _ m a i	169770		9---to buy	1402	cvcvcvv_cvv	3 7 1 7 9 1 7 7 9 4 7 7	AXBZ_AXZ_AXZ	BAKA_TAY_MAI	658.B.C 658.A.V 658.K.C 658.A.V 658._._ 658.T.C 658.A.V 658.Y.V 658._._ 658.M.C 658.A.V 658.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	faka+tau_mai	0	1207 1205 1208	f a k - - - a ◦ t a u - - ◦ m a i	? ? ?
853	Maori_85	Maori	to buy	maor1246	hoko	1869	85	91	mri	Biggs-85-2005		7	False	abvd-abvd-85-93	hoko	h o k o	32215		7---to buy	1228	cvcv	3 7 1 7	AXBZ	HUKU	85.H.C 85.U.V 85.K.C 85.U.V	2.0 1.5 1.75 0.8	hoko	0	1206	h o k o	?
1059	Kapingamarangi_217	Kapingamarangi	to buy	kapi1249	hui	1869	217	91	kpg	POLLEX	Buy, sell, pay	8	False	abvd-abvd-217-127	hui	h u i	32347		8---to buy	1327	cvv	3 7 7	AXZ	HYI	217.H.C 217.Y.V 217.I.V	2.0 1.5 0.8	hui	0	1209	h u i	?
1297	Tahitian_173	Tahitian (Modern)	to buy	tahi1242	ho'o mai	1869	173	91	tah	Clark-173-2005		7	False	abvd-abvd-173-103	ho'o mai	h o ʔ o _ m a i	32303		7---to buy	1228	cvcv_cvv	3 7 1 7 9 4 7 7	AXBZ_AXZ	HUHU_MAI	173.H.C 173.U.V 173.H.C 173.U.V 173._._ 173.M.C 173.A.V 173.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	hoʔo_mai	0	1206 1208	h o ʔ o ◦ m a i	? ?
1734	Rapanui_264	Rapanui (Easter Island)	to buy	rapa1244	mono	1869	264	91	rap	POLLEX	barter		False	abvd-abvd-264-143	mono	m o n o	133521		1734---to buy	438	cvcv	4 7 4 7	AXBZ	MUNU	264.M.C 264.U.V 264.N.C 264.U.V	2.0 1.5 1.75 0.8	mono	0	1215	m o n o	?
1735	Rapanui_264	Rapanui (Easter Island)	to buy	rapa1244	ho'o	1869	264	91	rap	POLLEX	Buy, sell, trade, exchange B. (Fts) [<]	7	True	abvd-abvd-264-142	ho'o	h o ʔ o	32394		7---to buy	1228	cvcv	3 7 1 7	AXBZ	HUHU	264.H.C 264.U.V 264.H.C 264.U.V	2.0 1.5 1.75 0.8	hoʔo	0	1206	h o ʔ o	?
1996	Mangareva_239	Mangareva	to buy	mang1401	'oko	1869	239	91	mrv	POLLEX	Buy, sell (I)	7	False	abvd-abvd-239-157	'oko	ʔ o k o	32369		7---to buy	1228	cvcv	1 7 1 7	AXBZ	HUKU	239.H.C 239.U.V 239.K.C 239.U.V	2.0 1.5 1.75 0.8	ʔoko	0	1206	ʔ o k o	?
2229	Luangiua_238	Luangiua	to buy	onto1237	sui	1869	238	91	ojv	POLLEX	Buy	8	False	abvd-abvd-238-103	sui	s u i	32368		8---to buy	1327	cvv	3 7 7	AXZ	SYI	238.S.C 238.Y.V 238.I.V	2.0 1.5 0.8	sui	0	1209	s u i	?
2455	TongaTongaIslands_136	Tongan	to buy	tong1325	fakatau	1869	136	91	ton	117207		9	False	abvd-abvd-136-97	fakatau	f a k a t a u	32266		9---to buy	1402	cvcvcvv	3 7 1 7 1 7 7	AXBYBYZ	BAKATAY	136.B.C 136.A.V 136.K.C 136.A.V 136.T.C 136.A.V 136.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	fakatau	0	1207	f a k a t a u	?
3195	Sikaiana_243	Sikaiana	to buy	sika1261	sui	1869	243	91	sky	POLLEX		8	False	abvd-abvd-243-106	sui	s u i	154818		8---to buy	1327	cvv	3 7 7	AXZ	SYI	243.S.C 243.Y.V 243.I.V	2.0 1.5 0.8	sui	0	1209	s u i	?
3459	NorthMarquesan_38	Marquesan	to buy	nort2845	ho'o	1869	38	91	mrq	POLLEX	Echanger, acheter, payer, vendre (Dln)	7	False	abvd-abvd-38-157	ho'o	h o ʔ o	93478	hoko	7---to buy	1228	cvcv	3 7 1 7	AXBZ	HUHU	38.H.C 38.U.V 38.H.C 38.U.V	2.0 1.5 1.75 0.8	hoʔo	0	1206	h o ʔ o	?
3749	EastFutuna_210	Futuna, East	to buy	east2447	totogi	1869	210	91	fud	POLLEX		10?	False	abvd-abvd-210-148	totogi	t o + t o ŋ i	90872		10?---to buy	181	cvcvcv	1 7 9 1 7 1 7	AX_AXBZ	TU_TUKI	210.T.C 210.U.V 210._._ 210.T.C 210.U.V 210.K.C 210.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	to+togi	0	1212 1210	t o + t o ŋ i	? ?
3750	EastFutuna_210	Futuna, East	to buy	east2447	fakatau	1869	210	91	fud	POLLEX		9	False	abvd-abvd-210-147	fakatau	f a k a + t a u	90871		9---to buy	1402	cvcvcvv	3 7 1 7 9 1 7 7	AXBZ_AXZ	BAKA_TAY	210.B.C 210.A.V 210.K.C 210.A.V 210._._ 210.T.C 210.A.V 210.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	faka+tau	0	1207 1205	f a k - - - a ◦ t a u - -	? ?
4068	Pukapuka_152	Pukapuka	to buy	puka1242	oko	1869	152	91	pkp	Salisbury-152-2005		7	False	abvd-abvd-152-165	oko	o k o	32282		7---to buy	1228	vcv	7 1 7	XBZ	UKU	152.U.V 152.K.C 152.U.V	1.5 1.75 0.8	oko	0	1206	- o k o	?
4728	Tuamotuan_246	Tuamotu	to buy	tuam1242	hoko	1869	246	91	pmt	POLLEX	Exchange, barter	7	False	abvd-abvd-246-132	hoko	h o k o	32376		7---to buy	1228	cvcv	3 7 1 7	AXBZ	HUKU	246.H.C 246.U.V 246.K.C 246.U.V	2.0 1.5 1.75 0.8	hoko	0	1206	h o k o	?
4983	Niuean_247	Niue	to buy	niue1239	taui	1869	247	91	niu	POLLEX	To pay, reward, revenge (McE)	9	False	abvd-abvd-247-131	taui	t a u i	32377		9---to buy	1402	cvvv	1 7 7 7	AXYZ	TAYI	247.T.C 247.A.V 247.Y.V 247.I.V	2.0 1.5 1.3 0.8	taui	0	1205	t a u - i	?
5240	Austral_128	Rurutuan	to buy	aust1304	ʔoʔo mai	1869	128	91	aut	Meyer-128-2005		7	False	abvd-abvd-128-123	ʔoʔo mai	ʔ o ʔ o _ m a i	32258		7---to buy	1228	cvcv_cvv	1 7 1 7 9 4 7 7	AXBZ_AXZ	HUHU_MAI	128.H.C 128.U.V 128.H.C 128.U.V 128._._ 128.M.C 128.A.V 128.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	ʔoʔo_mai	0	1206 1208	ʔ o ʔ o ◦ m a i	? ?
5496	FutunaAniwa_156	Futuna-Aniwa	to buy	futu1245	takamata	1869	156	91	fut	POLLEX		43	False	abvd-abvd-156-141	takamata	t a k a + m a t a	32286		43---to buy	865	cvcvcvcv	1 7 1 7 9 4 7 1 7	AXBZ_AXBZ	TAKA_MATA	156.T.C 156.A.V 156.K.C 156.A.V 156._._ 156.M.C 156.A.V 156.T.C 156.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	taka+mata	0	1210 1211	t a k a ◦ m a t a	? ?
5742	Hawaiian_52	Hawaiian	to buy	hawa1245	kū'ai	1869	52	91	haw	71458			False	abvd-abvd-52-103	kū'ai	k uː ʔ a i	32182		5742---to buy	1050	cvcvv	1 7 1 7 7	AXBYZ	KYHAI	52.K.C 52.Y.V 52.H.C 52.A.V 52.I.V	2.0 1.5 1.75 1.3 0.8	kuːʔai	0	1213	k uː ʔ a i	?
6009	Rarotongan_58	Rarotongan	to buy	raro1241	'oko	1869	58	91	rar	POLLEX	Buy, sell, trade	7	False	abvd-abvd-58-161	'oko	ʔ o k o	32188		7---to buy	1228	cvcv	1 7 1 7	AXBZ	HUKU	58.H.C 58.U.V 58.K.C 58.U.V	2.0 1.5 1.75 0.8	ʔoko	0	1206	ʔ o k o	?
6261	Penrhyn_235	Penrhyn	to buy	penr1237	hoko	1869	235	91	pnh	POLLEX	Buy, sell B. [<] (loan from?-MW)	7	True	abvd-abvd-235-96	hoko	h o k o	32365		7---to buy	1228	cvcv	3 7 1 7	AXBZ	HUKU	235.H.C 235.U.V 235.K.C 235.U.V	2.0 1.5 1.75 0.8	hoko	0	1206	h o k o	?
6500	Nukuria_1212	Nukeria	to buy	nuku1259	taauvi	1869	1212	91	nur	Davletshin-1212-2015	(s.)	9	False	abvd-abvd-1212-127	taauvi	t aː u v i	291031		9---to buy	1402	cvvcv	1 7 7 3 7	AXYBZ	TAYBI	1212.T.C 1212.A.V 1212.Y.V 1212.B.C 1212.I.V	2.0 1.5 1.3 1.75 0.8	taːuvi	0	1205	t aː u v i	?
6797	Samoan_118	Samoan	to buy	samo1305	fa'atau mai	1869	118	91	smo	Blust-118-2005		9	False	abvd-abvd-118-117	fa'atau mai	f a ʔ a + t a u _ m a i	153136		9---to buy	1402	cvcvcvv_cvv	3 7 1 7 9 1 7 7 9 4 7 7	AXBZ_AXZ_AXZ	BAHA_TAY_MAI	118.B.C 118.A.V 118.H.C 118.A.V 118._._ 118.T.C 118.A.V 118.Y.V 118._._ 118.M.C 118.A.V 118.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	faʔa+tau_mai	0	1207 1205 1208	f a ʔ - - - a ◦ t a u - - ◦ m a i	? ? ?
6798	Samoan_118	Samoan	to buy	samo1305	tautotoŋi	1869	118	91	smo	Blust-118-2005		9,10	False	abvd-abvd-118-116	tautotoŋi	t a u _ t o + t o ŋ i	32248		9---to buy	1402	cvvcvcvcv	1 7 7 9 1 7 9 1 7 4 7	AXZ_AX_AXBZ	TAY_TU_TUNI	118.T.C 118.A.V 118.Y.V 118._._ 118.T.C 118.U.V 118._._ 118.T.C 118.U.V 118.N.C 118.I.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5 1.75 0.8	tau_to+toŋi	0	1205 1212 1210	t a u - - ◦ t o ◦ t o ŋ i	? ? ?
7055	RennellBellona_206	Rennellese	to buy	renn1242	tauì	1869	206	91	mnv	POLLEX	Sell, buy, barter, pay, trade (Ebt)	9	False	abvd-abvd-206-120	tauì	t a u ʔ i	32336		9---to buy	1402	cvvcv	1 7 7 1 7	AXYBZ	TAYHI	206.T.C 206.A.V 206.Y.V 206.H.C 206.I.V	2.0 1.5 1.3 1.75 0.8	tauʔi	0	1205	t a u ʔ i	?
7319	Tuvalu_753	Nanumea	to buy	tuva1244	fakatau mai	1869	753	91	tvl	29903		9	False	abvd-abvd-753-121	fakatau mai	f a k a t a u _ m a i	192297		9---to buy	1402	cvcvcvv_cvv	3 7 1 7 1 7 7 9 4 7 7	AXBYBYZ_AXZ	BAKATAY_MAI	753.B.C 753.A.V 753.K.C 753.A.V 753.T.C 753.A.V 753.Y.V 753._._ 753.M.C 753.A.V 753.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5 0.8	fakatau_mai	0	1207 1208	f a k a t a u ◦ m a i	? ?
7320	Tuvalu_753	Nanumea	to buy	tuva1244	tata	1869	753	91	tvl	29903		43	False	abvd-abvd-753-120	tata	t a + t a	192296		43---to buy	865	cvcv	1 7 9 1 7	AX_AX	TA_TA	753.T.C 753.A.V 753._._ 753.T.C 753.A.V	2.0 1.5 0.0 2.0 1.5	ta+ta	0	1205 1211	t a - - - ◦ - - t a	? ?
7556	Anuta_253	Anuta	to buy	anut1237	taui	1869	253	91	aud	POLLEX	Exchange, purchase, price, pay (Fbg)	9	False	abvd-abvd-253-106	taui	t a u i	32383		9---to buy	1402	cvvv	1 7 7 7	AXYZ	TAYI	253.T.C 253.A.V 253.Y.V 253.I.V	2.0 1.5 1.3 0.8	taui	0	1205	t a u - i	?
201	VaeakauTaumako_375	Vaeakau-Taumako	to chew	pile1238	kamu	321	375	38	piv	Hovdhaugen-375-2009	chew betel	7?	False	abvd-abvd-375-49	kamu	k a m u	89797		7?---to chew	1309	cvcv	1 7 4 7	AXBZ	KAMY	375.K.C 375.A.V 375.M.C 375.Y.V	2.0 1.5 1.75 0.8	kamu	0	1219	k a m u	?
202	VaeakauTaumako_375	Vaeakau-Taumako	to chew	pile1238	maia	321	375	38	piv	Hovdhaugen-375-2009	general term	1	False	abvd-abvd-375-48	maia	m a i a	89796		1---to chew	79	cvvv	4 7 7 7	AXYZ	MAIA	375.M.C 375.A.V 375.I.V 375.A.V	2.0 1.5 1.3 0.8	maia	0	1216	m a - i a	?
458	Wallisian_258	Uvea, East	to chew	wall1257	mama	321	258	38	wls	POLLEX	Pollex 06: Mama. :Chew.	1	False	abvd-abvd-258-58	mama	m a + m a	90431		1---to chew	79	cvcv	4 7 9 4 7	AX_AX	MA_MA	258.M.C 258.A.V 258._._ 258.M.C 258.A.V	2.0 1.5 0.0 2.0 1.5	ma+ma	0	1216 1218	m a - - - ◦ - - m a	? ?
459	Wallisian_258	Uvea, East	to chew	wall1257	lamu	321	258	38	wls	POLLEX	Pollex 06: Lamu. :Chew.	7	False	abvd-abvd-258-57	lamu	l a m u	90430		7---to chew	1229	cvcv	5 7 4 7	AXBZ	LAMY	258.L.C 258.A.V 258.M.C 258.Y.V	2.0 1.5 1.75 0.8	lamu	0	1219	l a m u	?
678	Polynesian_658	Proto-Polynesian	to chew	poly1242	*mama	321	658	38		PawleyOC		1	False	abvd-abvd-658-41	*mama	m a + m a	169722		1---to chew	79	cvcv	4 7 9 4 7	AX_AX	MA_MA	658.M.C 658.A.V 658._._ 658.M.C 658.A.V	2.0 1.5 0.0 2.0 1.5	ma+ma	0	1216 1218	m a - - - ◦ - - m a	? ?
906	Maori_85	Maori	to chew	maor1246	katikati	321	85	38	mri	Biggs-85-2005			False	abvd-abvd-85-40	katikati	k a t i + k a t i	13294		906---to chew	1425	cvcvcvcv	1 7 1 7 9 1 7 1 7	AXBZ_AXBZ	KATI_KATI	85.K.C 85.A.V 85.T.C 85.I.V 85._._ 85.K.C 85.A.V 85.T.C 85.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	kati+kati	0	1225 1224	k a t i ◦ k a t i	? ?
1115	Kapingamarangi_217	Kapingamarangi	to chew	kapi1249	ngungu	321	217	38	kpg	POLLEX	Chew, masticate solids which make noise (Lbr)	9	False	abvd-abvd-217-56	ngungu	ŋ u + ŋ u	89376		9---to chew	1403	cvcv	4 7 9 4 7	AX_AX	NY_NY	217.N.C 217.Y.V 217._._ 217.N.C 217.Y.V	2.0 1.5 0.0 2.0 1.5	ŋu+ŋu	0	1222 1221	ŋ u ◦ ŋ u	? ?
1116	Kapingamarangi_217	Kapingamarangi	to chew	kapi1249	ngau	321	217	38	kpg	POLLEX	Chew (Ebt),(Lbr)	8	False	abvd-abvd-217-55	ngau	ŋ a u	89375		8---to chew	1328	cvv	4 7 7	AXZ	NAY	217.N.C 217.A.V 217.Y.V	2.0 1.5 0.8	ŋau	0	1217	ŋ a u	?
1356	Tahitian_173	Tahitian (Modern)	to chew	tahi1242	'au'au	321	173	38	tah	Clark-173-2005		8	False	abvd-abvd-173-44	'au'au	ʔ a u + ʔ a u	13382		8---to chew	1328	cvvcvv	1 7 7 9 1 7 7	AXZ_AXZ	HAY_HAY	173.H.C 173.A.V 173.Y.V 173._._ 173.H.C 173.A.V 173.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ʔau+ʔau	0	1217 1220	ʔ a u ◦ ʔ a u	? ?
1800	Rapanui_264	Rapanui (Easter Island)	to chew	rapa1244	mama	321	264	38	rap	POLLEX	Pollex 06: Mama. :Chew.	1	False	abvd-abvd-264-62	mama	m a + m a	88887		1---to chew	79	cvcv	4 7 9 4 7	AX_AX	MA_MA	264.M.C 264.A.V 264._._ 264.M.C 264.A.V	2.0 1.5 0.0 2.0 1.5	ma+ma	0	1216 1218	m a - - - ◦ - - m a	? ?
2065	Mangareva_239	Mangareva	to chew	mang1401	'amama	321	239	38	mrv	POLLEX		1	False	abvd-abvd-239-63	'amama	ʔ a m a + m a	321462		1---to chew	79	cvcvcv	1 7 4 7 9 4 7	AXBZ_AX	HAMA_MA	239.H.C 239.A.V 239.M.C 239.A.V 239._._ 239.M.C 239.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	ʔama+ma	0	1218 1216	ʔ a m a ◦ m a - - -	? ?
2289	Luangiua_238	Luangiua	to chew	onto1237	ŋamuŋamu	321	238	38	ojv	POLLEX	Chew	7?	False	abvd-abvd-238-42	ŋamuŋamu	ŋ a m u + ŋ a m u	13447		7?---to chew	1309	cvcvcvcv	4 7 4 7 9 4 7 4 7	AXBZ_AXBZ	NAMY_NAMY	238.N.C 238.A.V 238.M.C 238.Y.V 238._._ 238.N.C 238.A.V 238.M.C 238.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	ŋamu+ŋamu	0	1219 1226	ŋ a m u ◦ ŋ a m u	? ?
2511	TongaTongaIslands_136	Tongan	to chew	tong1325	mama	321	136	38	ton	117207		1	False	abvd-abvd-136-41	mama	m a + m a	89372		1---to chew	79	cvcv	4 7 9 4 7	AX_AX	MA_MA	136.M.C 136.A.V 136._._ 136.M.C 136.A.V	2.0 1.5 0.0 2.0 1.5	ma+ma	0	1216 1218	m a - - - ◦ - - m a	? ?
2512	TongaTongaIslands_136	Tongan	to chew	tong1325	lamu	321	136	38	ton	117207		7	False	abvd-abvd-136-40	lamu	l a m u	89371		7---to chew	1229	cvcv	5 7 4 7	AXBZ	LAMY	136.L.C 136.A.V 136.M.C 136.Y.V	2.0 1.5 1.75 0.8	lamu	0	1219	l a m u	?
2760	RakahangaManihiki_589	Manihiki	to chew	raka1237	ngaungau	321	589	38	rkh	Clark-589-2008		8	False	abvd-abvd-589-73	ngaungau	ŋ a u + ŋ a u	153254		8---to chew	1328	cvvcvv	4 7 7 9 4 7 7	AXZ_AXZ	NAY_NAY	589.N.C 589.A.V 589.Y.V 589._._ 589.N.C 589.A.V 589.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	ŋau+ŋau	0	1217 1220	ŋ a u ◦ ŋ a u	? ?
3029	Tikopia_155	Tikopia	to chew	tiko1237	ngau	321	155	38	tkp	POLLEX	Bite, chew; take in teeth (Fth)	8	False	abvd-abvd-155-47	ngau	ŋ a u	13364		8---to chew	1328	cvv	4 7 7	AXZ	NAY	155.N.C 155.A.V 155.Y.V	2.0 1.5 0.8	ŋau	1	1217	ŋ a u	?
